donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter
D07746,0,2,900,8,1
D07747,6,3,1350,9,0
D07748,2,3,1350,15,1
D07749,12,2,900,12,0
D07750,13,2,900,14,0
D07751,2,1,450,2,1
D07752,6,3,1350,18,0
D07753,4,1,450,4,0
D07754,5,50,22500,120,0
D07755,1,1,450,1,1
D07756,4,2,900,14,0
D07757,7,4,1800,28,0
D07758,5,1,450,5,0
D07759,5,1,450,5,0
D07760,1,8,3600,56,1
D07761,6,2,900,6,0
D07762,10,4,1800,16,0
D07763,12,3,1350,15,0
D07764,0,1,450,0,1
D07765,0,1,450,0,1
D07766,5,20,9000,120,0
D07767,3,4,1800,16,1
D07768,0,7,3150,21,1
D07769,2,1,450,2,1
D07770,6,2,900,6,0
D07771,8,2,900,14,0
D07772,1,2,900,12,1
D07773,3,2,900,14,1
D07774,4,1,450,4,0
D07775,2,1,450,2,1
D07776,13,22,9900,110,0
D07777,3,4,1800,12,1
D07778,0,1,450,0,1
D07779,0,2,900,14,1
D07780,8,2,900,8,0
D07781,1,15,6750,90,1
D07782,4,1,450,4,0
D07783,0,2,900,14,1
D07784,2,1,450,2,1
D07785,4,1,450,4,0
D07786,15,22,9900,120,0
D07787,3,1,450,3,1
D07788,8,4,1800,24,0
D07789,2,1,450,2,1
D07790,0,1,450,0,1
D07791,4,1,450,4,0
D07792,1,3,1350,9,1
D07793,4,5,2250,20,0
D07794,6,3,1350,21,0
D07795,14,2,900,14,0
D07796,5,1,450,5,0
D07797,0,4,1800,28,1
D07798,0,1,450,0,1
D07799,0,2,900,8,1
D07800,1,50,22500,120,1
D07801,0,4,1800,12,1
D07802,9,3,1350,21,0
D07803,3,5,2250,15,1
D07804,2,26,11700,78,1
D07805,2,2,900,12,1
D07806,2,5,2250,35,1
D07807,16,3,1350,18,0
D07808,6,2,900,14,0
D07809,1,1,450,1,1
D07810,2,1,450,2,1
D07811,0,2,900,10,1
D07812,2,2,900,6,1
D07813,0,10,4500,70,1
D07814,3,11,4950,33,1
D07815,0,5,2250,15,1
D07816,10,2,900,10,0
D07817,6,3,1350,18,0
D07818,3,1,450,3,1
D07819,6,2,900,6,0
D07820,4,2,900,14,0
D07821,0,1,450,0,1
D07822,3,1,450,3,1
D07823,2,3,1350,15,1
D07824,2,2,900,6,1
D07825,0,3,1350,21,1
D07826,0,1,450,0,1
D07827,3,1,450,3,1
D07828,0,8,3600,48,1
D07829,0,3,1350,12,1
D07830,2,4,1800,28,1
D07831,2,14,6300,84,1
D07832,7,4,1800,12,0
D07833,11,3,1350,18,0
D07834,9,3,1350,9,0
D07835,1,50,22500,120,1
D07836,4,1,450,4,0
D07837,0,1,450,0,1
D07838,6,2,900,6,0
D07839,8,2,900,8,0
D07840,8,4,1800,16,0
D07841,3,3,1350,18,1
D07842,3,1,450,3,1
D07843,4,1,450,4,0
D07844,13,7,3150,21,0
D07845,3,12,5400,60,1
D07846,2,9,4050,36,1
D07847,4,2,900,12,0
D07848,9,11,4950,66,0
D07849,4,1,450,4,0
D07850,6,5,2250,35,0
D07851,2,1,450,2,1
D07852,9,19,8550,114,0
D07853,2,4,1800,28,1
D07854,0,9,4050,54,1
D07855,2,1,450,2,1
D07856,10,2,900,10,0
D07857,1,1,450,1,1
D07858,1,50,22500,120,1
D07859,1,3,1350,18,1
D07860,0,1,450,0,1
D07861,12,5,2250,20,0
D07862,3,1,450,3,1
D07863,1,3,1350,9,1
D07864,1,2,900,14,1
D07865,0,6,2700,24,1
D07866,3,1,450,3,1
D07867,0,3,1350,12,1
D07868,7,6,2700,30,0
D07869,11,15,6750,105,0
D07870,7,6,2700,36,0
D07871,8,2,900,8,0
D07872,2,1,450,2,1
D07873,12,2,900,14,0
D07874,9,3,1350,9,0
D07875,2,3,1350,9,1
D07876,0,2,900,14,1
D07877,0,1,450,0,1
D07878,4,1,450,4,0
D07879,0,11,4950,55,1
D07880,0,1,450,0,1
D07881,1,50,22500,120,1
D07882,8,5,2250,30,0
D07883,7,10,4500,30,0
D07884,2,2,900,10,1
D07885,0,3,1350,18,1
D07886,5,2,900,10,0
D07887,22,5,2250,25,0
D07888,4,1,450,4,0
D07889,0,2,900,8,1
D07890,6,2,900,6,0
D07891,0,1,450,0,1
D07892,1,2,900,6,1
D07893,4,1,450,4,0
D07894,4,1,450,4,0
D07895,0,1,450,0,1
D07896,8,6,2700,36,0
D07897,0,12,5400,60,1
D07898,9,4,1800,24,0
D07899,3,4,1800,16,1
D07900,5,5,2250,15,0
D07901,4,2,900,10,0
D07902,2,2,900,8,1
D07903,18,3,1350,18,0
D07904,5,1,450,5,0
D07905,5,3,1350,15,0
D07906,3,1,450,3,1
D07907,2,3,1350,18,1
D07908,5,3,1350,9,0
D07909,4,1,450,4,0
D07910,23,9,4050,45,0
D07911,5,2,900,10,0
D07912,0,3,1350,21,1
D07913,3,1,450,3,1
D07914,2,1,450,2,1
D07915,6,2,900,14,0
D07916,4,2,900,14,0
D07917,0,3,1350,12,1
D07918,3,2,900,12,1
D07919,5,2,900,12,0
D07920,5,1,450,5,0
D07921,1,2,900,10,1
D07922,12,3,1350,21,0
D07923,9,5,2250,20,0
D07924,2,5,2250,30,1
D07925,4,9,4050,27,0
D07926,11,4,1800,20,0
D07927,0,1,450,0,1
D07928,5,2,900,14,0
D07929,4,6,2700,18,0
D07930,5,1,450,5,0
D07931,1,1,450,1,1
D07932,6,3,1350,18,0
D07933,2,1,450,2,1
D07934,0,2,900,10,1
D07935,1,7,3150,49,1
D07936,6,2,900,6,0
D07937,3,2,900,12,1
D07938,5,2,900,6,0
D07939,0,9,4050,45,1
D07940,8,3,1350,15,0
D07941,2,3,1350,18,1
D07942,3,8,3600,56,1
D07943,5,1,450,5,0
D07944,1,3,1350,9,1
D07945,3,1,450,3,1
D07946,8,2,900,8,0
D07947,0,1,450,0,1
D07948,2,5,2250,25,1
D07949,0,1,450,0,1
D07950,3,1,450,3,1
D07951,4,1,450,4,0
D07952,0,5,2250,15,1
D07953,6,5,2250,25,0
D07954,7,2,900,12,0
D07955,6,6,2700,24,0
D07956,0,38,17100,120,1
D07957,7,4,1800,28,0
D07958,2,1,450,2,1
D07959,0,41,18450,120,1
D07960,2,36,16200,108,1
D07961,2,2,900,6,1
D07962,7,3,1350,21,0
D07963,2,40,18000,120,1
D07964,4,1,450,4,0
D07965,1,7,3150,28,1
D07966,1,1,450,1,1
D07967,9,3,1350,9,0
D07968,4,1,450,4,0
D07969,3,3,1350,18,1
D07970,0,4,1800,24,1
D07971,1,6,2700,30,1
D07972,1,2,900,10,1
D07973,2,29,13050,120,1
D07974,1,2,900,12,1
D07975,3,6,2700,24,1
D07976,11,5,2250,20,0
D07977,16,4,1800,16,0
D07978,5,1,450,5,0
D07979,3,2,900,8,1
D07980,0,5,2250,15,1
D07981,4,2,900,14,0
D07982,12,2,900,12,0
D07983,5,1,450,5,0
D07984,0,10,4500,40,1
D07985,14,2,900,14,0
D07986,0,4,1800,28,1
D07987,10,2,900,10,0
D07988,5,1,450,5,0
D07989,2,1,450,2,1
D07990,14,14,6300,84,0
D07991,0,2,900,6,1
D07992,3,3,1350,9,1
D07993,4,10,4500,60,0
D07994,0,1,450,0,1
D07995,6,2,900,6,0
D07996,6,50,22500,120,0
D07997,3,4,1800,16,1
D07998,1,1,450,1,1
D07999,4,17,7650,119,0
D08000,3,12,5400,84,1
D08001,3,2,900,8,1
D08002,8,5,2250,25,0
D08003,2,3,1350,15,1
D08004,2,17,7650,51,1
D08005,3,1,450,3,1
D08006,6,8,3600,40,0
D08007,2,1,450,2,1
D08008,3,2,900,10,1
D08009,0,50,22500,120,1
D08010,5,3,1350,21,0
D08011,2,1,450,2,1
D08012,1,3,1350,9,1
D08013,4,22,9900,110,0
D08014,2,2,900,6,1
D08015,1,1,450,1,1
D08016,0,6,2700,18,1
D08017,8,2,900,8,0
D08018,1,3,1350,9,1
D08019,0,1,450,0,1
D08020,3,2,900,12,1
D08021,1,5,2250,35,1
D08022,8,23,10350,120,0
D08023,2,2,900,6,1
D08024,3,2,900,14,1
D08025,5,1,450,5,0
D08026,0,4,1800,12,1
D08027,5,3,1350,12,0
D08028,3,1,450,3,1
D08029,4,1,450,4,0
D08030,2,1,450,2,1
D08031,0,1,450,0,1
D08032,2,1,450,2,1
D08033,1,2,900,8,1
D08034,4,1,450,4,0
D08035,4,2,900,10,0
D08036,4,50,22500,120,0
D08037,0,3,1350,21,1
D08038,4,7,3150,42,0
D08039,0,1,450,0,1
D08040,0,4,1800,16,1
D08041,1,8,3600,32,1
D08042,14,3,1350,15,0
D08043,7,2,900,8,0
D08044,2,4,1800,12,1
D08045,0,1,450,0,1
D08046,1,5,2250,15,1
D08047,5,2,900,14,0
D08048,4,1,450,4,0
D08049,0,1,450,0,1
D08050,3,11,4950,66,1
D08051,0,2,900,8,1
D08052,9,2,900,14,0
D08053,5,1,450,5,0
D08054,12,4,1800,24,0
D08055,3,1,450,3,1
D08056,0,14,6300,70,1
D08057,0,9,4050,27,1
D08058,4,1,450,4,0
D08059,5,1,450,5,0
D08060,5,1,450,5,0
D08061,4,5,2250,25,0
D08062,11,4,1800,24,0
D08063,2,1,450,2,1
D08064,4,1,450,4,0
D08065,3,3,1350,18,1
D08066,5,4,1800,28,0
D08067,4,2,900,6,0
D08068,0,1,450,0,1
D08069,10,17,7650,68,0
D08070,3,1,450,3,1
D08071,5,1,450,5,0
D08072,0,2,900,8,1
D08073,0,2,900,10,1
D08074,2,1,450,2,1
D08075,4,1,450,4,0
D08076,3,13,5850,91,1
D08077,17,4,1800,24,0
D08078,19,10,4500,60,0
D08079,5,1,450,5,0
D08080,0,5,2250,20,1
D08081,3,1,450,3,1
D08082,12,3,1350,12,0
D08083,0,3,1350,9,1
D08084,3,6,2700,24,1
D08085,3,1,450,3,1
D08086,1,1,450,1,1
D08087,2,2,900,6,1
D08088,3,2,900,6,1
D08089,1,6,2700,30,1
D08090,2,2,900,10,1
D08091,2,1,450,2,1
D08092,11,4,1800,12,0
D08093,12,5,2250,35,0
D08094,16,5,2250,25,0
D08095,1,3,1350,18,1
D08096,12,3,1350,12,0
D08097,2,3,1350,18,1
D08098,2,22,9900,110,1
D08099,1,7,3150,28,1
D08100,0,2,900,8,1
D08101,0,3,1350,12,1
D08102,4,2,900,10,0
D08103,0,1,450,0,1
D08104,2,1,450,2,1
D08105,16,5,2250,30,0
D08106,2,1,450,2,1
D08107,0,7,3150,28,1
D08108,5,6,2700,18,0
D08109,2,1,450,2,1
D08110,2,1,450,2,1
D08111,1,1,450,1,1
D08112,6,2,900,12,0
D08113,0,1,450,0,1
D08114,18,3,1350,18,0
D08115,3,1,450,3,1
D08116,2,1,450,2,1
D08117,21,4,1800,24,0
D08118,2,12,5400,36,1
D08119,7,5,2250,25,0
D08120,0,1,450,0,1
D08121,3,1,450,3,1
D08122,2,3,1350,18,1
D08123,15,5,2250,15,0
D08124,3,4,1800,12,1
D08125,7,4,1800,12,0
D08126,4,1,450,4,0
D08127,3,10,4500,40,1
D08128,5,4,1800,28,0
D08129,5,1,450,5,0
D08130,2,1,450,2,1
D08131,1,2,900,12,1
D08132,5,1,450,5,0
D08133,1,4,1800,20,1
D08134,0,4,1800,20,1
D08135,4,12,5400,72,0
D08136,0,1,450,0,1
D08137,1,1,450,1,1
D08138,4,1,450,4,0
D08139,0,15,6750,90,1
D08140,4,1,450,4,0
D08141,4,3,1350,9,0
D08142,5,1,450,5,0
D08143,2,3,1350,15,1
D08144,2,1,450,2,1
D08145,1,2,900,12,1
D08146,6,5,2250,35,0
D08147,1,3,1350,12,1
D08148,0,2,900,6,1
D08149,5,3,1350,12,0
D08150,8,2,900,8,0
D08151,0,7,3150,49,1
D08152,1,2,900,12,1
D08153,0,1,450,0,1
D08154,0,12,5400,36,1
D08155,1,1,450,1,1
D08156,9,3,1350,9,0
D08157,3,3,1350,18,1
D08158,8,2,900,14,0
D08159,1,3,1350,15,1
D08160,5,6,2700,18,0
D08161,1,27,12150,120,1
D08162,15,5,2250,15,0
D08163,0,3,1350,15,1
D08164,0,3,1350,21,1
D08165,3,3,1350,9,1
D08166,2,8,3600,48,1
D08167,0,1,450,0,1
D08168,2,7,3150,42,1
D08169,3,3,1350,9,1
D08170,1,1,450,1,1
D08171,5,6,2700,42,0
D08172,2,6,2700,18,1
D08173,0,16,7200,64,1
D08174,3,2,900,12,1
D08175,7,7,3150,35,0
D08176,10,4,1800,16,0
D08177,2,1,450,2,1
D08178,2,4,1800,28,1
D08179,11,2,900,14,0
D08180,1,4,1800,24,1
D08181,1,3,1350,15,1
D08182,0,1,450,0,1
D08183,6,2,900,10,0
D08184,5,1,450,5,0
D08185,1,1,450,1,1
D08186,1,3,1350,15,1
D08187,1,1,450,1,1
D08188,0,2,900,14,1
D08189,0,1,450,0,1
D08190,6,2,900,10,0
D08191,12,3,1350,21,0
D08192,6,17,7650,102,0
D08193,2,1,450,2,1
D08194,3,1,450,3,1
D08195,8,2,900,8,0
D08196,4,1,450,4,0
D08197,4,3,1350,9,0
D08198,1,1,450,1,1
D08199,3,1,450,3,1
D08200,1,14,6300,42,1
D08201,0,6,2700,24,1
D08202,5,4,1800,28,0
D08203,4,1,450,4,0
D08204,1,2,900,8,1
D08205,4,32,14400,96,0
D08206,0,1,450,0,1
D08207,3,4,1800,28,1
D08208,3,3,1350,9,1
D08209,5,1,450,5,0
D08210,4,1,450,4,0
D08211,0,5,2250,25,1
D08212,1,1,450,1,1
D08213,8,4,1800,24,0
D08214,2,2,900,10,1
D08215,2,1,450,2,1
D08216,11,4,1800,16,0
D08217,0,2,900,12,1
D08218,0,2,900,12,1
D08219,2,16,7200,112,1
D08220,0,3,1350,9,1
D08221,1,32,14400,120,1
D08222,2,1,450,2,1
D08223,5,1,450,5,0
D08224,5,2,900,6,0
D08225,4,3,1350,15,0
D08226,13,8,3600,56,0
D08227,4,2,900,8,0
D08228,5,1,450,5,0
D08229,4,1,450,4,0
D08230,0,2,900,12,1
D08231,1,6,2700,42,1
D08232,4,4,1800,24,0
D08233,3,1,450,3,1
D08234,3,2,900,10,1
D08235,2,1,450,2,1
D08236,3,1,450,3,1
D08237,1,7,3150,28,1
D08238,3,2,900,8,1
D08239,0,2,900,6,1
D08240,8,2,900,14,0
D08241,18,28,12600,120,0
D08242,4,1,450,4,0
D08243,21,12,5400,72,0
D08244,1,1,450,1,1
D08245,3,1,450,3,1
D08246,3,1,450,3,1
D08247,0,9,4050,36,1
D08248,4,1,450,4,0
D08249,5,1,450,5,0
D08250,18,5,2250,35,0
D08251,0,3,1350,18,1
D08252,4,1,450,4,0
D08253,4,4,1800,12,0
D08254,0,1,450,0,1
D08255,2,3,1350,18,1
D08256,3,2,900,10,1
D08257,8,2,900,8,0
D08258,1,1,450,1,1
D08259,9,2,900,14,0
D08260,3,1,450,3,1
D08261,3,1,450,3,1
D08262,2,1,450,2,1
D08263,0,4,1800,16,1
D08264,0,6,2700,24,1
D08265,12,7,3150,21,0
D08266,1,7,3150,28,1
D08267,5,17,7650,85,0
D08268,6,4,1800,24,0
D08269,4,50,22500,120,0
D08270,0,6,2700,42,1
D08271,3,11,4950,33,1
D08272,1,2,900,14,1
D08273,14,2,900,14,0
D08274,0,1,450,0,1
D08275,6,2,900,6,0
D08276,12,2,900,12,0
D08277,5,4,1800,24,0
D08278,0,1,450,0,1
D08279,8,3,1350,12,0
D08280,3,5,2250,35,1
D08281,2,1,450,2,1
D08282,13,12,5400,60,0
D08283,2,1,450,2,1
D08284,3,1,450,3,1
D08285,7,2,900,10,0
D08286,5,1,450,5,0
D08287,11,17,7650,68,0
D08288,7,2,900,8,0
D08289,3,8,3600,40,1
D08290,0,5,2250,25,1
D08291,9,2,900,14,0
D08292,3,2,900,10,1
D08293,2,2,900,6,1
D08294,6,2,900,6,0
D08295,5,2,900,8,0
D08296,3,1,450,3,1
D08297,6,9,4050,54,0
D08298,10,6,2700,18,0
D08299,0,2,900,14,1
D08300,1,4,1800,20,1
D08301,0,1,450,0,1
D08302,2,2,900,8,1
D08303,8,3,1350,21,0
D08304,0,9,4050,54,1
D08305,1,2,900,12,1
D08306,3,1,450,3,1
D08307,7,21,9450,120,0
D08308,0,5,2250,15,1
D08309,1,5,2250,15,1
D08310,8,6,2700,36,0
D08311,0,10,4500,40,1
D08312,9,5,2250,30,0
D08313,5,5,2250,35,0
D08314,1,1,450,1,1
D08315,4,4,1800,16,0
D08316,0,9,4050,45,1
D08317,12,2,900,12,0
D08318,0,1,450,0,1
D08319,12,8,3600,56,0
D08320,2,8,3600,32,1
D08321,2,1,450,2,1
D08322,2,50,22500,120,1
D08323,11,6,2700,18,0
D08324,5,1,450,5,0
D08325,0,2,900,14,1
D08326,2,2,900,12,1
D08327,1,1,450,1,1
D08328,1,1,450,1,1
D08329,0,2,900,6,1
D08330,15,3,1350,15,0
D08331,12,2,900,12,0
D08332,1,1,450,1,1
D08333,3,4,1800,24,1
D08334,4,2,900,10,0
D08335,0,2,900,6,1
D08336,8,2,900,14,0
D08337,1,2,900,10,1
D08338,3,6,2700,24,1
D08339,2,4,1800,12,1
D08340,3,2,900,10,1
D08341,4,1,450,4,0
D08342,6,2,900,6,0
D08343,0,3,1350,12,1
D08344,4,3,1350,9,0
D08345,8,17,7650,68,0
D08346,3,4,1800,24,1
D08347,4,1,450,4,0
D08348,4,1,450,4,0
D08349,10,11,4950,33,0
D08350,5,1,450,5,0
D08351,6,50,22500,120,0
D08352,14,3,1350,21,0
D08353,4,1,450,4,0
D08354,2,2,900,14,1
D08355,1,1,450,1,1
D08356,0,2,900,10,1
D08357,2,1,450,2,1
D08358,10,7,3150,21,0
D08359,0,1,450,0,1
D08360,0,2,900,10,1
D08361,0,6,2700,30,1
D08362,4,7,3150,28,0
D08363,3,6,2700,24,1
D08364,3,1,450,3,1
D08365,4,1,450,4,0
D08366,4,4,1800,20,0
D08367,3,3,1350,15,1
D08368,1,3,1350,18,1
D08369,8,3,1350,9,0
D08370,12,3,1350,12,0
D08371,1,1,450,1,1
D08372,0,6,2700,36,1
D08373,3,5,2250,20,1
D08374,3,1,450,3,1
D08375,1,7,3150,42,1
D08376,0,1,450,0,1
D08377,0,2,900,12,1
D08378,0,3,1350,18,1
D08379,5,1,450,5,0
D08380,5,1,450,5,0
D08381,4,6,2700,36,0
D08382,0,2,900,8,1
D08383,5,1,450,5,0
D08384,7,5,2250,30,0
D08385,3,2,900,12,1
D08386,3,3,1350,12,1
D08387,29,13,5850,39,0
D08388,10,2,900,10,0
D08389,2,3,1350,12,1
D08390,4,3,1350,21,0
D08391,11,3,1350,18,0
D08392,4,1,450,4,0
D08393,5,16,7200,112,0
D08394,2,3,1350,12,1
D08395,10,2,900,10,0
D08396,7,2,900,12,0
D08397,2,9,4050,45,1
D08398,6,3,1350,21,0
D08399,2,1,450,2,1
D08400,1,1,450,1,1
D08401,5,23,10350,120,0
D08402,4,2,900,8,0
D08403,1,3,1350,9,1
D08404,1,26,11700,120,1
D08405,13,9,4050,54,0
D08406,0,1,450,0,1
D08407,7,2,900,14,0
D08408,4,5,2250,35,0
D08409,3,3,1350,21,1
D08410,3,2,900,10,1
D08411,3,7,3150,49,1
D08412,0,2,900,10,1
D08413,10,5,2250,35,0
D08414,1,3,1350,9,1
D08415,0,1,450,0,1
D08416,6,2,900,6,0
D08417,0,3,1350,21,1
D08418,4,11,4950,33,0
D08419,0,3,1350,21,1
D08420,0,21,9450,120,1
D08421,0,2,900,6,1
D08422,8,2,900,10,0
D08423,3,1,450,3,1
D08424,1,11,4950,77,1
D08425,5,1,450,5,0
D08426,9,3,1350,12,0
D08427,2,1,450,2,1
D08428,1,8,3600,56,1
D08429,12,5,2250,25,0
D08430,11,2,900,12,0
D08431,1,2,900,10,1
D08432,0,11,4950,66,1
D08433,7,37,16650,120,0
D08434,2,3,1350,12,1
D08435,0,4,1800,24,1
D08436,5,7,3150,21,0
D08437,9,3,1350,9,0
D08438,1,1,450,1,1
D08439,5,18,8100,72,0
D08440,2,3,1350,12,1
D08441,6,13,5850,91,0
D08442,10,3,1350,12,0
D08443,0,1,450,0,1
D08444,4,2,900,8,0
D08445,3,12,5400,84,1
D08446,1,6,2700,42,1
D08447,21,6,2700,42,0
D08448,1,12,5400,84,1
D08449,4,1,450,4,0
D08450,4,2,900,14,0
D08451,4,1,450,4,0
D08452,6,4,1800,16,0
D08453,1,1,450,1,1
D08454,2,1,450,2,1
D08455,2,27,12150,81,1
D08456,4,2,900,10,0
D08457,0,1,450,0,1
D08458,3,1,450,3,1
D08459,16,4,1800,24,0
D08460,3,1,450,3,1
D08461,3,1,450,3,1
D08462,7,36,16200,108,0
D08463,2,1,450,2,1
D08464,4,1,450,4,0
D08465,6,2,900,6,0
D08466,4,1,450,4,0
D08467,5,4,1800,24,0
D08468,5,1,450,5,0
D08469,5,2,900,10,0
D08470,1,1,450,1,1
D08471,5,1,450,5,0
D08472,1,1,450,1,1
D08473,1,2,900,8,1
D08474,2,1,450,2,1
D08475,8,3,1350,9,0
D08476,1,2,900,8,1
D08477,0,1,450,0,1
D08478,14,2,900,14,0
D08479,7,4,1800,12,0
D08480,5,1,450,5,0
D08481,2,1,450,2,1
D08482,0,2,900,6,1
D08483,1,4,1800,24,1
D08484,9,3,1350,15,0
D08485,4,4,1800,16,0
D08486,1,10,4500,70,1
D08487,37,50,22500,120,0
D08488,2,1,450,2,1
D08489,11,3,1350,21,0
D08490,0,4,1800,16,1
D08491,5,3,1350,12,0
D08492,5,1,450,5,0
D08493,12,4,1800,12,0
D08494,10,2,900,14,0
D08495,1,2,900,10,1
D08496,2,7,3150,49,1
D08497,0,1,450,0,1
D08498,3,3,1350,15,1
D08499,2,2,900,8,1
D08500,0,1,450,0,1
D08501,2,19,8550,120,1
D08502,1,3,1350,15,1
D08503,1,6,2700,18,1
D08504,0,5,2250,25,1
D08505,2,1,450,2,1
D08506,7,2,900,14,0
D08507,1,1,450,1,1
D08508,4,1,450,4,0
D08509,6,10,4500,30,0
D08510,0,5,2250,15,1
D08511,12,2,900,12,0
D08512,2,2,900,8,1
D08513,4,1,450,4,0
D08514,3,1,450,3,1
D08515,13,2,900,14,0
D08516,5,1,450,5,0
D08517,2,3,1350,9,1
D08518,5,3,1350,9,0
D08519,1,1,450,1,1
D08520,4,13,5850,91,0
D08521,4,2,900,10,0
D08522,2,1,450,2,1
D08523,7,2,900,12,0
D08524,3,1,450,3,1
D08525,5,17,7650,119,0
D08526,2,10,4500,50,1
D08527,3,3,1350,21,1
D08528,10,3,1350,18,0
D08529,6,2,900,6,0
D08530,10,2,900,10,0
D08531,4,9,4050,36,0
D08532,0,8,3600,24,1
D08533,4,1,450,4,0
D08534,5,37,16650,120,0
D08535,3,2,900,12,1
D08536,7,2,900,8,0
D08537,3,1,450,3,1
D08538,4,1,450,4,0
D08539,0,3,1350,15,1
D08540,1,15,6750,90,1
D08541,5,3,1350,18,0
D08542,8,2,900,12,0
D08543,5,2,900,8,0
D08544,4,2,900,14,0
D08545,1,1,450,1,1
D08546,0,5,2250,25,1
D08547,10,2,900,10,0
D08548,3,2,900,6,1
D08549,4,1,450,4,0
D08550,11,27,12150,120,0
D08551,0,4,1800,28,1
D08552,4,2,900,14,0
D08553,5,1,450,5,0
D08554,6,2,900,6,0
D08555,1,9,4050,45,1
D08556,8,2,900,8,0
D08557,10,4,1800,16,0
D08558,5,3,1350,9,0
D08559,5,1,450,5,0
D08560,4,5,2250,20,0
D08561,0,2,900,12,1
D08562,5,1,450,5,0
D08563,2,14,6300,42,1
D08564,3,1,450,3,1
D08565,1,21,9450,63,1
D08566,2,1,450,2,1
D08567,5,1,450,5,0
D08568,2,6,2700,24,1
D08569,8,2,900,8,0
D08570,4,5,2250,25,0
D08571,12,13,5850,91,0
D08572,6,5,2250,30,0
D08573,6,2,900,14,0
D08574,5,1,450,5,0
D08575,4,1,450,4,0
D08576,3,4,1800,24,1
D08577,5,1,450,5,0
D08578,24,10,4500,70,0
D08579,4,1,450,4,0
D08580,12,2,900,14,0
D08581,2,10,4500,60,1
D08582,3,31,13950,120,1
D08583,0,14,6300,42,1
D08584,2,4,1800,12,1
D08585,1,1,450,1,1
D08586,6,2,900,14,0
D08587,1,32,14400,96,1
D08588,0,2,900,12,1
D08589,1,4,1800,24,1
D08590,2,1,450,2,1
D08591,0,1,450,0,1
D08592,9,4,1800,20,0
D08593,5,1,450,5,0
D08594,4,2,900,12,0
D08595,1,1,450,1,1
D08596,1,50,22500,120,1
D08597,2,4,1800,28,1
D08598,1,12,5400,36,1
D08599,13,3,1350,15,0
D08600,5,1,450,5,0
D08601,8,2,900,8,0
D08602,8,5,2250,25,0
D08603,0,1,450,0,1
D08604,3,2,900,8,1
D08605,8,4,1800,28,0
D08606,0,3,1350,9,1
D08607,4,1,450,4,0
D08608,5,2,900,12,0
D08609,4,2,900,6,0
D08610,5,1,450,5,0
D08611,9,17,7650,68,0
D08612,0,2,900,6,1
D08613,3,1,450,3,1
D08614,3,1,450,3,1
D08615,14,2,900,14,0
D08616,1,4,1800,12,1
D08617,15,20,9000,120,0
D08618,14,2,900,14,0
D08619,0,6,2700,42,1
D08620,0,1,450,0,1
D08621,2,2,900,8,1
D08622,1,2,900,12,1
D08623,5,3,1350,15,0
D08624,3,1,450,3,1
D08625,1,17,7650,51,1
D08626,2,2,900,6,1
D08627,0,1,450,0,1
D08628,2,7,3150,21,1
D08629,8,2,900,12,0
D08630,3,2,900,8,1
D08631,0,1,450,0,1
D08632,3,1,450,3,1
D08633,4,5,2250,35,0
D08634,12,5,2250,15,0
D08635,0,2,900,14,1
D08636,1,1,450,1,1
D08637,1,2,900,12,1
D08638,0,2,900,10,1
D08639,3,1,450,3,1
D08640,2,1,450,2,1
D08641,2,1,450,2,1
D08642,0,3,1350,12,1
D08643,7,2,900,12,0
D08644,0,2,900,14,1
D08645,1,50,22500,120,1
D08646,8,2,900,8,0
D08647,1,5,2250,20,1
D08648,1,1,450,1,1
D08649,0,5,2250,20,1
D08650,20,9,4050,54,0
D08651,7,10,4500,60,0
D08652,0,3,1350,15,1
D08653,4,4,1800,28,0
D08654,7,3,1350,12,0
D08655,0,6,2700,42,1
D08656,3,1,450,3,1
D08657,0,1,450,0,1
D08658,2,1,450,2,1
D08659,9,3,1350,9,0
D08660,16,4,1800,28,0
D08661,2,4,1800,16,1
D08662,1,2,900,8,1
D08663,0,2,900,12,1
D08664,2,2,900,14,1
D08665,5,1,450,5,0
D08666,2,1,450,2,1
D08667,8,2,900,8,0
D08668,0,1,450,0,1
D08669,12,2,900,12,0
D08670,1,10,4500,50,1
D08671,8,5,2250,20,0
D08672,3,1,450,3,1
D08673,6,2,900,6,0
D08674,3,2,900,14,1
D08675,6,5,2250,30,0
D08676,2,4,1800,28,1
D08677,11,3,1350,12,0
D08678,2,15,6750,105,1
D08679,10,6,2700,36,0
D08680,2,2,900,8,1
D08681,4,3,1350,21,0
D08682,1,1,450,1,1
D08683,3,2,900,12,1
D08684,6,2,900,14,0
D08685,2,2,900,14,1
D08686,4,2,900,12,0
D08687,3,6,2700,42,1
D08688,1,4,1800,24,1
D08689,3,3,1350,18,1
D08690,3,3,1350,12,1
D08691,1,1,450,1,1
D08692,4,1,450,4,0
D08693,5,1,450,5,0
D08694,2,10,4500,40,1
D08695,4,1,450,4,0
D08696,6,45,20250,120,0
D08697,3,4,1800,28,1
D08698,1,24,10800,72,1
D08699,5,1,450,5,0
D08700,6,4,1800,28,0
D08701,8,2,900,8,0
D08702,6,30,13500,120,0
D08703,4,2,900,10,0
D08704,5,3,1350,15,0
D08705,0,2,900,12,1
D08706,12,16,7200,80,0
D08707,2,1,450,2,1
D08708,1,4,1800,12,1
D08709,0,3,1350,18,1
D08710,2,3,1350,9,1
