donor_id,Recency,Frequency,Monetary,Time,donated_last_quarter,Cluster,Segment
D07147,1,1,450,1,1,3,New Donors
D07148,6,3,1350,15,0,0,New Donors
D07149,9,3,1350,9,0,0,New Donors
D07150,6,3,1350,21,0,0,New Donors
D07151,1,1,450,1,1,3,New Donors
D07152,2,2,900,12,1,3,New Donors
D07153,4,2,900,10,0,0,New Donors
D07154,0,2,900,6,1,3,New Donors
D07155,1,8,3600,48,1,3,New Donors
D07156,16,4,1800,16,0,1,At Risk
D07157,3,6,2700,42,1,3,New Donors
D07158,0,3,1350,9,1,3,New Donors
D07159,5,4,1800,12,0,0,New Donors
D07160,7,3,1350,9,0,0,New Donors
D07161,0,2,900,14,1,3,New Donors
D07162,2,1,450,2,1,3,New Donors
D07163,4,3,1350,9,0,0,New Donors
D07164,3,1,450,3,1,3,New Donors
D07165,5,4,1800,16,0,0,New Donors
D07166,7,5,2250,20,0,0,New Donors
D07167,6,2,900,8,0,0,New Donors
D07168,7,45,20250,120,0,4,Loyal
D07169,1,3,1350,18,1,3,New Donors
D07170,0,6,2700,18,1,3,New Donors
D07171,2,1,450,2,1,3,New Donors
D07172,1,42,18900,120,1,4,Loyal
D07173,5,1,450,5,0,0,New Donors
D07174,6,3,1350,12,0,0,New Donors
D07175,3,7,3150,42,1,3,New Donors
D07176,8,2,900,8,0,0,New Donors
D07177,4,1,450,4,0,0,New Donors
D07178,10,2,900,10,0,0,New Donors
D07179,2,1,450,2,1,3,New Donors
D07180,12,2,900,14,0,1,At Risk
D07181,0,1,450,0,1,3,New Donors
D07182,10,2,900,10,0,0,New Donors
D07183,0,2,900,10,1,3,New Donors
D07184,5,3,1350,9,0,0,New Donors
D07185,1,1,450,1,1,3,New Donors
D07186,4,10,4500,60,0,2,Loyal
D07187,2,4,1800,24,1,3,New Donors
D07188,6,5,2250,15,0,0,New Donors
D07189,3,3,1350,21,1,3,New Donors
D07190,8,4,1800,28,0,0,New Donors
D07191,0,1,450,0,1,3,New Donors
D07192,3,1,450,3,1,3,New Donors
D07193,2,5,2250,30,1,3,New Donors
D07194,5,2,900,14,0,0,New Donors
D07195,5,1,450,5,0,0,New Donors
D07196,3,11,4950,44,1,2,Loyal
D07197,1,7,3150,42,1,3,New Donors
D07198,11,6,2700,30,0,1,At Risk
D07199,5,1,450,5,0,0,New Donors
D07200,4,4,1800,16,0,0,New Donors
D07201,5,3,1350,9,0,0,New Donors
D07202,10,3,1350,18,0,0,New Donors
D07203,4,1,450,4,0,0,New Donors
D07204,17,4,1800,20,0,1,At Risk
D07205,3,1,450,3,1,3,New Donors
D07206,2,1,450,2,1,3,New Donors
D07207,0,2,900,10,1,3,New Donors
D07208,10,2,900,10,0,0,New Donors
D07209,3,1,450,3,1,3,New Donors
D07210,3,2,900,6,1,3,New Donors
D07211,4,1,450,4,0,0,New Donors
D07212,3,1,450,3,1,3,New Donors
D07213,5,1,450,5,0,0,New Donors
D07214,3,4,1800,20,1,3,New Donors
D07215,0,2,900,10,1,3,New Donors
D07216,2,8,3600,32,1,3,New Donors
D07217,0,9,4050,63,1,3,New Donors
D07218,3,1,450,3,1,3,New Donors
D07219,9,30,13500,120,0,4,Loyal
D07220,1,1,450,1,1,3,New Donors
D07221,3,1,450,3,1,3,New Donors
D07222,3,1,450,3,1,3,New Donors
D07223,0,8,3600,24,1,3,New Donors
D07224,5,17,7650,119,0,2,Loyal
D07225,14,7,3150,35,0,1,At Risk
D07226,3,1,450,3,1,3,New Donors
D07227,7,22,9900,66,0,2,Loyal
D07228,4,2,900,12,0,0,New Donors
D07229,3,2,900,14,1,3,New Donors
D07230,0,2,900,6,1,3,New Donors
D07231,0,1,450,0,1,3,New Donors
D07232,13,4,1800,24,0,1,At Risk
D07233,2,13,5850,52,1,2,Loyal
D07234,1,3,1350,21,1,3,New Donors
D07235,1,6,2700,18,1,3,New Donors
D07236,0,4,1800,16,1,3,New Donors
D07237,18,26,11700,120,0,2,Loyal
D07238,1,1,450,1,1,3,New Donors
D07239,6,4,1800,28,0,0,New Donors
D07240,0,8,3600,56,1,3,New Donors
D07241,2,2,900,10,1,3,New Donors
D07242,4,1,450,4,0,0,New Donors
D07243,7,2,900,8,0,0,New Donors
D07244,11,11,4950,55,0,1,At Risk
D07245,5,2,900,12,0,0,New Donors
D07246,4,1,450,4,0,0,New Donors
D07247,3,1,450,3,1,3,New Donors
D07248,0,1,450,0,1,3,New Donors
D07249,5,1,450,5,0,0,New Donors
D07250,3,2,900,12,1,3,New Donors
D07251,1,3,1350,12,1,3,New Donors
D07252,20,3,1350,21,0,1,At Risk
D07253,8,6,2700,42,0,0,New Donors
D07254,3,7,3150,35,1,3,New Donors
D07255,1,1,450,1,1,3,New Donors
D07256,2,1,450,2,1,3,New Donors
D07257,0,12,5400,48,1,2,Loyal
D07258,5,3,1350,9,0,0,New Donors
D07259,2,1,450,2,1,3,New Donors
D07260,0,4,1800,28,1,3,New Donors
D07261,2,1,450,2,1,3,New Donors
D07262,2,1,450,2,1,3,New Donors
D07263,5,1,450,5,0,0,New Donors
D07264,8,5,2250,20,0,0,New Donors
D07265,0,20,9000,60,1,2,Loyal
D07266,3,1,450,3,1,3,New Donors
D07267,10,2,900,10,0,0,New Donors
D07268,5,3,1350,15,0,0,New Donors
D07269,3,2,900,6,1,3,New Donors
D07270,4,28,12600,84,0,2,Loyal
D07271,1,3,1350,21,1,3,New Donors
D07272,4,2,900,10,0,0,New Donors
D07273,4,23,10350,120,0,2,Loyal
D07274,13,6,2700,30,0,1,At Risk
D07275,8,2,900,8,0,0,New Donors
D07276,3,1,450,3,1,3,New Donors
D07277,0,1,450,0,1,3,New Donors
D07278,5,8,3600,32,0,0,New Donors
D07279,3,2,900,8,1,3,New Donors
D07280,3,1,450,3,1,3,New Donors
D07281,1,1,450,1,1,3,New Donors
D07282,4,1,450,4,0,0,New Donors
D07283,2,5,2250,35,1,3,New Donors
D07284,3,6,2700,30,1,3,New Donors
D07285,5,1,450,5,0,0,New Donors
D07286,7,5,2250,15,0,0,New Donors
D07287,1,1,450,1,1,3,New Donors
D07288,4,4,1800,12,0,0,New Donors
D07289,0,3,1350,9,1,3,New Donors
D07290,25,9,4050,63,0,1,At Risk
D07291,4,1,450,4,0,0,New Donors
D07292,0,6,2700,24,1,3,New Donors
D07293,11,2,900,14,0,1,At Risk
D07294,4,1,450,4,0,0,New Donors
D07295,5,3,1350,9,0,0,New Donors
D07296,0,4,1800,20,1,3,New Donors
D07297,4,3,1350,15,0,0,New Donors
D07298,9,3,1350,9,0,0,New Donors
D07299,3,1,450,3,1,3,New Donors
D07300,5,1,450,5,0,0,New Donors
D07301,2,2,900,8,1,3,New Donors
D07302,0,1,450,0,1,3,New Donors
D07303,17,11,4950,66,0,1,At Risk
D07304,0,1,450,0,1,3,New Donors
D07305,0,8,3600,24,1,3,New Donors
D07306,3,2,900,10,1,3,New Donors
D07307,2,2,900,6,1,3,New Donors
D07308,13,6,2700,24,0,1,At Risk
D07309,4,1,450,4,0,0,New Donors
D07310,0,7,3150,42,1,3,New Donors
D07311,12,3,1350,12,0,1,At Risk
D07312,1,2,900,10,1,3,New Donors
D07313,0,6,2700,30,1,3,New Donors
D07314,1,1,450,1,1,3,New Donors
D07315,5,1,450,5,0,0,New Donors
D07316,3,1,450,3,1,3,New Donors
D07317,12,4,1800,24,0,1,At Risk
D07318,4,8,3600,32,0,0,New Donors
D07319,5,1,450,5,0,0,New Donors
D07320,3,3,1350,18,1,3,New Donors
D07321,0,21,9450,120,1,2,Loyal
D07322,0,3,1350,15,1,3,New Donors
D07323,6,3,1350,12,0,0,New Donors
D07324,0,8,3600,40,1,3,New Donors
D07325,5,1,450,5,0,0,New Donors
D07326,6,2,900,14,0,0,New Donors
D07327,12,2,900,12,0,1,At Risk
D07328,1,7,3150,49,1,3,New Donors
D07329,0,3,1350,12,1,3,New Donors
D07330,1,7,3150,49,1,3,New Donors
D07331,3,3,1350,21,1,3,New Donors
D07332,2,3,1350,9,1,3,New Donors
D07333,8,12,5400,72,0,2,Loyal
D07334,5,5,2250,15,0,0,New Donors
D07335,1,1,450,1,1,3,New Donors
D07336,5,1,450,5,0,0,New Donors
D07337,4,15,6750,105,0,2,Loyal
D07338,5,2,900,10,0,0,New Donors
D07339,3,2,900,8,1,3,New Donors
D07340,3,1,450,3,1,3,New Donors
D07341,0,5,2250,25,1,3,New Donors
D07342,1,3,1350,12,1,3,New Donors
D07343,3,1,450,3,1,3,New Donors
D07344,1,4,1800,16,1,3,New Donors
D07345,30,5,2250,30,0,1,At Risk
D07346,3,1,450,3,1,3,New Donors
D07347,2,6,2700,30,1,3,New Donors
D07348,3,2,900,8,1,3,New Donors
D07349,0,1,450,0,1,3,New Donors
D07350,0,3,1350,15,1,3,New Donors
D07351,6,3,1350,12,0,0,New Donors
D07352,11,3,1350,15,0,1,At Risk
D07353,1,1,450,1,1,3,New Donors
D07354,0,2,900,12,1,3,New Donors
D07355,5,1,450,5,0,0,New Donors
D07356,4,4,1800,16,0,0,New Donors
D07357,8,2,900,8,0,0,New Donors
D07358,0,2,900,12,1,3,New Donors
D07359,1,5,2250,30,1,3,New Donors
D07360,3,2,900,10,1,3,New Donors
D07361,2,1,450,2,1,3,New Donors
D07362,2,1,450,2,1,3,New Donors
D07363,1,1,450,1,1,3,New Donors
D07364,2,1,450,2,1,3,New Donors
D07365,3,1,450,3,1,3,New Donors
D07366,9,43,19350,120,0,4,Loyal
D07367,6,4,1800,20,0,0,New Donors
D07368,0,4,1800,28,1,3,New Donors
D07369,0,5,2250,15,1,3,New Donors
D07370,4,1,450,4,0,0,New Donors
D07371,0,1,450,0,1,3,New Donors
D07372,4,1,450,4,0,0,New Donors
D07373,11,6,2700,30,0,1,At Risk
D07374,2,1,450,2,1,3,New Donors
D07375,4,1,450,4,0,0,New Donors
D07376,5,15,6750,45,0,2,Loyal
D07377,6,3,1350,9,0,0,New Donors
D07378,1,1,450,1,1,3,New Donors
D07379,1,2,900,10,1,3,New Donors
D07380,1,4,1800,12,1,3,New Donors
D07381,5,1,450,5,0,0,New Donors
D07382,2,6,2700,30,1,3,New Donors
D07383,4,2,900,14,0,0,New Donors
D07384,0,3,1350,15,1,3,New Donors
D07385,3,1,450,3,1,3,New Donors
D07386,3,8,3600,32,1,3,New Donors
D07387,9,7,3150,28,0,0,New Donors
D07388,4,2,900,12,0,0,New Donors
D07389,3,3,1350,15,1,3,New Donors
D07390,1,4,1800,20,1,3,New Donors
D07391,2,6,2700,24,1,3,New Donors
D07392,3,12,5400,60,1,2,Loyal
D07393,3,1,450,3,1,3,New Donors
D07394,0,2,900,8,1,3,New Donors
D07395,3,1,450,3,1,3,New Donors
D07396,0,6,2700,36,1,3,New Donors
D07397,4,6,2700,24,0,0,New Donors
D07398,9,2,900,12,0,0,New Donors
D07399,15,5,2250,15,0,1,At Risk
D07400,21,3,1350,21,0,1,At Risk
D07401,12,3,1350,21,0,1,At Risk
D07402,0,2,900,10,1,3,New Donors
D07403,0,2,900,12,1,3,New Donors
D07404,4,1,450,4,0,0,New Donors
D07405,1,2,900,12,1,3,New Donors
D07406,3,2,900,6,1,3,New Donors
D07407,4,4,1800,24,0,0,New Donors
D07408,3,2,900,6,1,3,New Donors
D07409,6,2,900,6,0,0,New Donors
D07410,5,2,900,8,0,0,New Donors
D07411,1,2,900,6,1,3,New Donors
D07412,8,3,1350,12,0,0,New Donors
D07413,1,1,450,1,1,3,New Donors
D07414,5,5,2250,15,0,0,New Donors
D07415,0,5,2250,15,1,3,New Donors
D07416,3,2,900,12,1,3,New Donors
D07417,9,5,2250,15,0,0,New Donors
D07418,3,2,900,14,1,3,New Donors
D07419,4,36,16200,120,0,4,Loyal
D07420,3,1,450,3,1,3,New Donors
D07421,12,2,900,12,0,1,At Risk
D07422,2,3,1350,12,1,3,New Donors
D07423,3,2,900,14,1,3,New Donors
D07424,2,1,450,2,1,3,New Donors
D07425,4,1,450,4,0,0,New Donors
D07426,1,2,900,8,1,3,New Donors
D07427,1,2,900,14,1,3,New Donors
D07428,9,2,900,10,0,0,New Donors
D07429,0,1,450,0,1,3,New Donors
D07430,6,2,900,12,0,0,New Donors
D07431,2,1,450,2,1,3,New Donors
D07432,8,3,1350,21,0,0,New Donors
D07433,1,2,900,12,1,3,New Donors
D07434,0,3,1350,9,1,3,New Donors
D07435,10,5,2250,35,0,1,At Risk
D07436,12,2,900,12,0,1,At Risk
D07437,5,17,7650,68,0,2,Loyal
D07438,14,3,1350,21,0,1,At Risk
D07439,0,2,900,14,1,3,New Donors
D07440,3,1,450,3,1,3,New Donors
D07441,3,33,14850,120,1,4,Loyal
D07442,6,2,900,6,0,0,New Donors
D07443,3,2,900,12,1,3,New Donors
D07444,8,2,900,8,0,0,New Donors
D07445,2,1,450,2,1,3,New Donors
D07446,3,2,900,14,1,3,New Donors
D07447,4,9,4050,45,0,2,Loyal
D07448,0,49,22050,120,1,4,Loyal
D07449,9,4,1800,12,0,0,New Donors
D07450,6,2,900,6,0,0,New Donors
D07451,14,2,900,14,0,1,At Risk
D07452,1,2,900,10,1,3,New Donors
D07453,1,8,3600,48,1,3,New Donors
D07454,2,2,900,14,1,3,New Donors
D07455,3,4,1800,16,1,3,New Donors
D07456,2,8,3600,32,1,3,New Donors
D07457,11,3,1350,12,0,1,At Risk
D07458,0,3,1350,9,1,3,New Donors
D07459,3,1,450,3,1,3,New Donors
D07460,4,1,450,4,0,0,New Donors
D07461,5,2,900,6,0,0,New Donors
D07462,1,2,900,12,1,3,New Donors
D07463,0,2,900,6,1,3,New Donors
D07464,4,1,450,4,0,0,New Donors
D07465,2,1,450,2,1,3,New Donors
D07466,0,3,1350,12,1,3,New Donors
D07467,12,7,3150,21,0,1,At Risk
D07468,1,1,450,1,1,3,New Donors
D07469,0,3,1350,21,1,3,New Donors
D07470,8,5,2250,15,0,0,New Donors
D07471,1,1,450,1,1,3,New Donors
D07472,4,1,450,4,0,0,New Donors
D07473,5,1,450,5,0,0,New Donors
D07474,2,2,900,8,1,3,New Donors
D07475,1,7,3150,49,1,3,New Donors
D07476,31,12,5400,72,0,1,At Risk
D07477,0,25,11250,100,1,2,Loyal
D07478,1,1,450,1,1,3,New Donors
D07479,5,2,900,8,0,0,New Donors
D07480,4,1,450,4,0,0,New Donors
D07481,4,5,2250,15,0,0,New Donors
D07482,12,2,900,12,0,1,At Risk
D07483,1,3,1350,18,1,3,New Donors
D07484,8,3,1350,12,0,0,New Donors
D07485,1,1,450,1,1,3,New Donors
D07486,8,12,5400,48,0,2,Loyal
D07487,3,1,450,3,1,3,New Donors
D07488,7,5,2250,15,0,0,New Donors
D07489,9,2,900,10,0,0,New Donors
D07490,1,7,3150,28,1,3,New Donors
D07491,12,4,1800,12,0,1,At Risk
D07492,0,3,1350,12,1,3,New Donors
D07493,2,1,450,2,1,3,New Donors
D07494,9,15,6750,90,0,2,Loyal
D07495,3,1,450,3,1,3,New Donors
D07496,4,1,450,4,0,0,New Donors
D07497,8,3,1350,18,0,0,New Donors
D07498,15,11,4950,66,0,1,At Risk
D07499,10,2,900,10,0,0,New Donors
D07500,3,4,1800,16,1,3,New Donors
D07501,3,6,2700,30,1,3,New Donors
D07502,1,3,1350,9,1,3,New Donors
D07503,6,2,900,6,0,0,New Donors
D07504,3,4,1800,12,1,3,New Donors
D07505,0,7,3150,21,1,3,New Donors
D07506,4,7,3150,28,0,0,New Donors
D07507,5,1,450,5,0,0,New Donors
D07508,12,3,1350,12,0,1,At Risk
D07509,1,3,1350,12,1,3,New Donors
D07510,6,2,900,6,0,0,New Donors
D07511,1,2,900,10,1,3,New Donors
D07512,5,45,20250,120,0,4,Loyal
D07513,3,4,1800,12,1,3,New Donors
D07514,20,4,1800,20,0,1,At Risk
D07515,5,1,450,5,0,0,New Donors
D07516,3,3,1350,18,1,3,New Donors
D07517,3,2,900,8,1,3,New Donors
D07518,2,26,11700,120,1,2,Loyal
D07519,5,1,450,5,0,0,New Donors
D07520,5,3,1350,21,0,0,New Donors
D07521,0,1,450,0,1,3,New Donors
D07522,2,1,450,2,1,3,New Donors
D07523,0,2,900,8,1,3,New Donors
D07524,1,35,15750,105,1,4,Loyal
D07525,10,2,900,10,0,0,New Donors
D07526,4,3,1350,18,0,0,New Donors
D07527,2,1,450,2,1,3,New Donors
D07528,1,2,900,14,1,3,New Donors
D07529,2,25,11250,75,1,2,Loyal
D07530,6,4,1800,28,0,0,New Donors
D07531,0,2,900,8,1,3,New Donors
D07532,2,4,1800,24,1,3,New Donors
D07533,1,1,450,1,1,3,New Donors
D07534,6,2,900,10,0,0,New Donors
D07535,6,2,900,10,0,0,New Donors
D07536,4,1,450,4,0,0,New Donors
D07537,6,2,900,10,0,0,New Donors
D07538,15,18,8100,72,0,1,At Risk
D07539,5,4,1800,28,0,0,New Donors
D07540,3,3,1350,18,1,3,New Donors
D07541,5,1,450,5,0,0,New Donors
D07542,2,3,1350,15,1,3,New Donors
D07543,0,2,900,8,1,3,New Donors
D07544,0,2,900,6,1,3,New Donors
D07545,1,4,1800,16,1,3,New Donors
D07546,1,1,450,1,1,3,New Donors
D07547,6,2,900,6,0,0,New Donors
D07548,13,3,1350,21,0,1,At Risk
D07549,4,19,8550,57,0,2,Loyal
D07550,12,2,900,12,0,1,At Risk
D07551,13,3,1350,18,0,1,At Risk
D07552,5,1,450,5,0,0,New Donors
D07553,9,23,10350,69,0,2,Loyal
D07554,15,3,1350,15,0,1,At Risk
D07555,0,2,900,6,1,3,New Donors
D07556,2,1,450,2,1,3,New Donors
D07557,12,2,900,12,0,1,At Risk
D07558,8,50,22500,120,0,4,Loyal
D07559,1,1,450,1,1,3,New Donors
D07560,17,6,2700,36,0,1,At Risk
D07561,3,1,450,3,1,3,New Donors
D07562,4,2,900,14,0,0,New Donors
D07563,6,2,900,6,0,0,New Donors
D07564,5,1,450,5,0,0,New Donors
D07565,12,3,1350,12,0,1,At Risk
D07566,3,1,450,3,1,3,New Donors
D07567,4,1,450,4,0,0,New Donors
D07568,4,6,2700,18,0,0,New Donors
D07569,3,2,900,8,1,3,New Donors
D07570,1,1,450,1,1,3,New Donors
D07571,0,1,450,0,1,3,New Donors
D07572,12,2,900,12,0,1,At Risk
D07573,0,7,3150,49,1,3,New Donors
D07574,14,4,1800,24,0,1,At Risk
D07575,3,1,450,3,1,3,New Donors
D07576,3,2,900,10,1,3,New Donors
D07577,2,3,1350,12,1,3,New Donors
D07578,1,3,1350,21,1,3,New Donors
D07579,1,1,450,1,1,3,New Donors
D07580,3,1,450,3,1,3,New Donors
D07581,8,4,1800,24,0,0,New Donors
D07582,9,3,1350,9,0,0,New Donors
D07583,15,3,1350,15,0,1,At Risk
D07584,3,5,2250,25,1,3,New Donors
D07585,0,1,450,0,1,3,New Donors
D07586,9,3,1350,9,0,0,New Donors
D07587,3,2,900,6,1,3,New Donors
D07588,3,9,4050,54,1,2,Loyal
D07589,2,2,900,8,1,3,New Donors
D07590,15,4,1800,20,0,1,At Risk
D07591,3,3,1350,12,1,3,New Donors
D07592,5,5,2250,35,0,0,New Donors
D07593,5,1,450,5,0,0,New Donors
D07594,3,1,450,3,1,3,New Donors
D07595,1,14,6300,70,1,2,Loyal
D07596,3,6,2700,36,1,3,New Donors
D07597,0,2,900,6,1,3,New Donors
D07598,4,1,450,4,0,0,New Donors
D07599,3,1,450,3,1,3,New Donors
D07600,10,2,900,10,0,0,New Donors
D07601,2,2,900,6,1,3,New Donors
D07602,4,1,450,4,0,0,New Donors
D07603,1,3,1350,9,1,3,New Donors
D07604,0,2,900,12,1,3,New Donors
D07605,2,2,900,10,1,3,New Donors
D07606,8,2,900,14,0,0,New Donors
D07607,0,4,1800,28,1,3,New Donors
D07608,1,1,450,1,1,3,New Donors
D07609,6,3,1350,9,0,0,New Donors
D07610,1,4,1800,12,1,3,New Donors
D07611,2,2,900,6,1,3,New Donors
D07612,0,7,3150,35,1,3,New Donors
D07613,6,2,900,6,0,0,New Donors
D07614,5,9,4050,36,0,2,Loyal
D07615,6,2,900,6,0,0,New Donors
D07616,2,8,3600,40,1,3,New Donors
D07617,5,2,900,12,0,0,New Donors
D07618,8,2,900,8,0,0,New Donors
D07619,5,1,450,5,0,0,New Donors
D07620,7,10,4500,70,0,2,Loyal
D07621,4,1,450,4,0,0,New Donors
D07622,10,8,3600,40,0,1,At Risk
D07623,12,3,1350,12,0,1,At Risk
D07624,3,2,900,10,1,3,New Donors
D07625,2,2,900,12,1,3,New Donors
D07626,6,4,1800,12,0,0,New Donors
D07627,2,5,2250,35,1,3,New Donors
D07628,5,1,450,5,0,0,New Donors
D07629,1,1,450,1,1,3,New Donors
D07630,0,9,4050,54,1,3,New Donors
D07631,5,2,900,12,0,0,New Donors
D07632,12,4,1800,12,0,1,At Risk
D07633,3,50,22500,120,1,4,Loyal
D07634,1,6,2700,42,1,3,New Donors
D07635,1,2,900,12,1,3,New Donors
D07636,5,2,900,12,0,0,New Donors
D07637,5,1,450,5,0,0,New Donors
D07638,7,7,3150,21,0,0,New Donors
D07639,2,16,7200,64,1,2,Loyal
D07640,1,3,1350,15,1,3,New Donors
D07641,3,3,1350,12,1,3,New Donors
D07642,2,3,1350,15,1,3,New Donors
D07643,1,3,1350,21,1,3,New Donors
D07644,2,13,5850,52,1,2,Loyal
D07645,4,1,450,4,0,0,New Donors
D07646,10,13,5850,39,0,2,Loyal
D07647,5,9,4050,45,0,2,Loyal
D07648,15,4,1800,28,0,1,At Risk
D07649,1,2,900,10,1,3,New Donors
D07650,4,1,450,4,0,0,New Donors
D07651,9,21,9450,120,0,2,Loyal
D07652,0,10,4500,50,1,2,Loyal
D07653,3,1,450,3,1,3,New Donors
D07654,1,8,3600,56,1,3,New Donors
D07655,0,2,900,14,1,3,New Donors
D07656,2,6,2700,30,1,3,New Donors
D07657,3,2,900,10,1,3,New Donors
D07658,2,1,450,2,1,3,New Donors
D07659,1,1,450,1,1,3,New Donors
D07660,5,6,2700,18,0,0,New Donors
D07661,5,17,7650,51,0,2,Loyal
D07662,4,2,900,8,0,0,New Donors
D07663,5,2,900,10,0,0,New Donors
D07664,0,19,8550,76,1,2,Loyal
D07665,0,3,1350,18,1,3,New Donors
D07666,1,11,4950,33,1,2,Loyal
D07667,1,3,1350,12,1,3,New Donors
D07668,0,7,3150,42,1,3,New Donors
D07669,7,2,900,8,0,0,New Donors
D07670,0,3,1350,15,1,3,New Donors
D07671,3,1,450,3,1,3,New Donors
D07672,0,4,1800,24,1,3,New Donors
D07673,0,1,450,0,1,3,New Donors
D07674,2,13,5850,39,1,2,Loyal
D07675,13,4,1800,20,0,1,At Risk
D07676,4,1,450,4,0,0,New Donors
D07677,1,1,450,1,1,3,New Donors
D07678,2,8,3600,48,1,3,New Donors
D07679,9,2,900,10,0,0,New Donors
D07680,1,3,1350,18,1,3,New Donors
D07681,2,1,450,2,1,3,New Donors
D07682,0,2,900,12,1,3,New Donors
D07683,6,2,900,6,0,0,New Donors
D07684,0,10,4500,50,1,2,Loyal
D07685,0,17,7650,68,1,2,Loyal
D07686,5,3,1350,21,0,0,New Donors
D07687,2,2,900,6,1,3,New Donors
D07688,0,1,450,0,1,3,New Donors
D07689,7,5,2250,25,0,0,New Donors
D07690,10,7,3150,42,0,1,At Risk
D07691,1,1,450,1,1,3,New Donors
D07692,1,1,450,1,1,3,New Donors
D07693,1,1,450,1,1,3,New Donors
D07694,2,1,450,2,1,3,New Donors
D07695,3,1,450,3,1,3,New Donors
D07696,3,5,2250,25,1,3,New Donors
D07697,5,8,3600,56,0,0,New Donors
D07698,23,5,2250,25,0,1,At Risk
D07699,4,5,2250,15,0,0,New Donors
D07700,7,6,2700,42,0,0,New Donors
D07701,1,1,450,1,1,3,New Donors
D07702,5,2,900,12,0,0,New Donors
D07703,0,1,450,0,1,3,New Donors
D07704,11,2,900,12,0,1,At Risk
D07705,1,1,450,1,1,3,New Donors
D07706,3,3,1350,18,1,3,New Donors
D07707,2,24,10800,120,1,2,Loyal
D07708,21,7,3150,21,0,1,At Risk
D07709,2,2,900,8,1,3,New Donors
D07710,8,5,2250,15,0,0,New Donors
D07711,2,1,450,2,1,3,New Donors
D07712,6,2,900,6,0,0,New Donors
D07713,3,2,900,6,1,3,New Donors
D07714,7,4,1800,24,0,0,New Donors
D07715,3,1,450,3,1,3,New Donors
D07716,5,1,450,5,0,0,New Donors
D07717,3,1,450,3,1,3,New Donors
D07718,1,3,1350,12,1,3,New Donors
D07719,10,2,900,10,0,0,New Donors
D07720,0,10,4500,50,1,2,Loyal
D07721,1,1,450,1,1,3,New Donors
D07722,3,2,900,12,1,3,New Donors
D07723,3,1,450,3,1,3,New Donors
D07724,0,1,450,0,1,3,New Donors
D07725,7,2,900,10,0,0,New Donors
D07726,3,1,450,3,1,3,New Donors
D07727,5,1,450,5,0,0,New Donors
D07728,3,1,450,3,1,3,New Donors
D07729,3,2,900,10,1,3,New Donors
D07730,3,8,3600,48,1,3,New Donors
D07731,3,1,450,3,1,3,New Donors
D07732,2,50,22500,120,1,4,Loyal
D07733,3,2,900,14,1,3,New Donors
D07734,3,1,450,3,1,3,New Donors
D07735,0,2,900,10,1,3,New Donors
D07736,0,2,900,14,1,3,New Donors
D07737,7,3,1350,15,0,0,New Donors
D07738,0,3,1350,18,1,3,New Donors
D07739,6,5,2250,15,0,0,New Donors
D07740,5,1,450,5,0,0,New Donors
D07741,3,1,450,3,1,3,New Donors
D07742,2,2,900,12,1,3,New Donors
D07743,5,1,450,5,0,0,New Donors
D07744,6,3,1350,18,0,0,New Donors
D07745,0,20,9000,100,1,2,Loyal
D07746,0,2,900,8,1,3,New Donors
D07747,6,3,1350,9,0,0,New Donors
D07748,2,3,1350,15,1,3,New Donors
D07749,12,2,900,12,0,1,At Risk
D07750,13,2,900,14,0,1,At Risk
D07751,2,1,450,2,1,3,New Donors
D07752,6,3,1350,18,0,0,New Donors
D07753,4,1,450,4,0,0,New Donors
D07754,5,50,22500,120,0,4,Loyal
D07755,1,1,450,1,1,3,New Donors
D07756,4,2,900,14,0,0,New Donors
D07757,7,4,1800,28,0,0,New Donors
D07758,5,1,450,5,0,0,New Donors
D07759,5,1,450,5,0,0,New Donors
D07760,1,8,3600,56,1,3,New Donors
D07761,6,2,900,6,0,0,New Donors
D07762,10,4,1800,16,0,0,New Donors
D07763,12,3,1350,15,0,1,At Risk
D07764,0,1,450,0,1,3,New Donors
D07765,0,1,450,0,1,3,New Donors
D07766,5,20,9000,120,0,2,Loyal
D07767,3,4,1800,16,1,3,New Donors
D07768,0,7,3150,21,1,3,New Donors
D07769,2,1,450,2,1,3,New Donors
D07770,6,2,900,6,0,0,New Donors
D07771,8,2,900,14,0,0,New Donors
D07772,1,2,900,12,1,3,New Donors
D07773,3,2,900,14,1,3,New Donors
D07774,4,1,450,4,0,0,New Donors
D07775,2,1,450,2,1,3,New Donors
D07776,13,22,9900,110,0,2,Loyal
D07777,3,4,1800,12,1,3,New Donors
D07778,0,1,450,0,1,3,New Donors
D07779,0,2,900,14,1,3,New Donors
D07780,8,2,900,8,0,0,New Donors
D07781,1,15,6750,90,1,2,Loyal
D07782,4,1,450,4,0,0,New Donors
D07783,0,2,900,14,1,3,New Donors
D07784,2,1,450,2,1,3,New Donors
D07785,4,1,450,4,0,0,New Donors
D07786,15,22,9900,120,0,2,Loyal
D07787,3,1,450,3,1,3,New Donors
D07788,8,4,1800,24,0,0,New Donors
D07789,2,1,450,2,1,3,New Donors
D07790,0,1,450,0,1,3,New Donors
D07791,4,1,450,4,0,0,New Donors
D07792,1,3,1350,9,1,3,New Donors
D07793,4,5,2250,20,0,0,New Donors
D07794,6,3,1350,21,0,0,New Donors
D07795,14,2,900,14,0,1,At Risk
D07796,5,1,450,5,0,0,New Donors
